video_name,phase_type,entry_velocity_mps,contact_time_s,min_knee_angle,distance_m
WAIC_2024_Martinez_JUMP1.mp4,hop,-6.15393727216728,0.06666666666666667,39.23314331659042,5.78
WAIC_2024_Martinez_JUMP1.mp4,step,-6.15393727216728,0.1,95.9261248282236,4.82
WAIC_2024_Martinez_JUMP1.mp4,jump,-6.15393727216728,0.1,145.6681565655245,6.09
WAIC_2024_Zango_JUMP2.mp4,hop,-6.594384938032113,0.06666666666666667,15.00913473413842,6.76
WAIC_2024_Zango_JUMP2.mp4,step,-6.594384938032113,0.1,108.40333634275835,5.24
WAIC_2024_Zango_JUMP2.mp4,jump,-6.594384938032113,0.1,146.95852507747884,5.53
WAIC_2024_Pereira_JUMP1.mp4,hop,-6.576732401997762,0.06666666666666667,58.80058437848261,6.19
WAIC_2024_Pereira_JUMP1.mp4,step,-6.576732401997762,0.1,95.51125131827138,4.93
WAIC_2024_Pereira_JUMP1.mp4,jump,-6.576732401997762,0.13333333333333333,110.16401977780937,5.96
WAIC_2024_Fang_JUMP1.mp4,hop,-7.378327800306178,0.03333333333333333,30.30884093969283,6.12
WAIC_2024_Fang_JUMP1.mp4,step,-7.378327800306178,0.1,107.81064041007178,5.37
WAIC_2024_Fang_JUMP1.mp4,jump,-7.378327800306178,0.1,142.84176759304555,5.36
